nameseq,A_A,A_C,A_G,A_U,C_A,C_C,C_G,C_U,G_A,G_C,G_G,G_U,U_A,U_C,U_G,U_U,label
N348,2,0,2,2,0,1,0,2,1,1,1,0,3,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N349,0,0,0,0,0,0,2,2,0,0,1,4,0,4,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N350,1,0,4,2,0,0,0,0,4,0,3,1,1,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N351,3,3,0,1,3,2,1,1,0,1,0,1,0,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N352,2,0,2,1,0,1,1,0,2,1,3,2,2,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N353,1,2,2,0,0,1,0,3,0,0,0,3,3,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N354,4,4,0,0,1,1,1,2,1,0,1,1,2,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N355,0,1,2,1,2,3,0,0,2,2,3,1,0,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N356,1,0,2,1,0,0,0,1,3,0,8,0,0,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N357,0,0,2,2,1,0,1,0,2,1,0,3,2,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N358,2,2,1,2,0,1,1,2,4,0,1,0,0,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N359,0,0,1,1,0,0,0,1,1,1,3,0,2,0,2,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N360,3,2,2,2,2,1,0,1,1,0,0,1,1,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N361,1,1,1,1,0,1,1,1,2,0,1,3,2,0,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N362,1,0,1,2,0,0,0,1,0,1,1,2,2,0,3,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N363,0,0,1,1,0,2,0,3,1,1,1,1,1,2,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N364,1,1,0,1,0,0,1,3,0,1,0,2,1,1,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N365,2,0,0,3,0,0,2,0,1,1,1,1,3,1,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N366,3,1,1,3,0,0,2,0,2,1,1,1,2,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N367,0,0,1,1,0,0,1,0,1,1,2,4,1,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N368,0,4,0,0,2,0,3,2,1,2,1,1,1,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N369,0,1,1,3,3,1,0,0,1,0,1,0,1,2,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N370,0,0,1,1,1,0,0,0,2,0,2,3,0,0,5,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N371,1,1,1,0,0,0,0,3,1,1,2,2,1,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N372,0,2,0,0,1,0,2,2,2,1,0,2,0,2,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N373,2,1,1,0,1,0,1,1,1,0,1,3,2,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N374,1,0,2,1,0,0,1,1,0,1,0,3,2,1,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N375,1,2,1,1,2,1,0,1,0,1,1,2,4,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N376,0,0,1,2,1,1,2,0,0,1,0,2,2,1,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N377,4,2,1,2,2,0,0,0,0,0,1,2,2,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N378,0,1,2,1,0,0,0,2,3,1,1,1,1,0,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N379,1,1,1,1,1,1,1,2,0,0,0,2,3,3,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N380,2,1,0,1,0,0,0,3,0,0,0,1,2,2,0,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N381,1,0,0,1,0,0,0,1,1,1,0,3,1,1,5,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N382,2,0,1,0,0,0,3,1,2,2,2,1,1,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N383,0,0,3,2,0,0,0,0,1,0,4,2,4,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N384,3,2,0,1,2,0,0,1,0,0,0,0,1,0,0,8,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N385,1,2,0,2,2,2,1,2,0,0,0,1,1,3,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N386,0,0,2,0,0,0,0,0,4,0,8,2,0,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N387,0,2,0,0,1,2,2,2,0,1,4,0,0,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N388,1,1,2,1,1,1,1,1,1,1,1,1,2,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N389,3,1,2,2,3,1,0,0,1,0,0,0,2,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N390,2,2,1,1,1,1,2,1,2,0,0,0,2,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N391,4,0,2,1,1,0,0,2,1,0,0,1,0,3,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N392,5,2,1,3,1,0,0,0,2,0,1,0,2,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N393,4,1,3,0,0,0,0,2,3,1,0,1,1,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N394,2,2,1,2,1,0,1,1,3,0,2,0,0,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N395,4,1,3,1,0,0,0,0,4,0,0,1,2,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N396,0,1,2,3,1,0,0,1,0,1,2,2,3,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N397,1,1,1,1,0,0,1,1,1,0,1,2,2,1,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N398,2,0,0,2,3,4,1,1,0,0,0,0,0,4,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N399,2,2,0,0,2,1,0,2,0,1,0,0,1,2,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N400,0,0,2,1,1,0,2,1,0,0,1,3,1,3,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N401,0,2,0,0,0,0,2,2,2,2,5,0,0,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N402,1,2,0,0,1,0,1,2,1,2,1,0,1,1,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N403,0,2,0,2,0,1,0,0,3,0,4,0,1,0,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N404,1,0,2,0,1,1,1,1,1,1,2,1,1,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N405,0,0,0,0,0,3,3,2,0,3,2,1,0,2,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N406,0,0,0,1,1,7,3,0,0,2,1,1,0,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N407,1,2,1,1,2,3,0,0,1,1,3,1,1,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N408,1,0,2,0,0,0,1,1,3,0,3,2,0,0,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N409,2,1,1,2,1,3,0,2,2,0,1,0,0,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N410,1,0,0,1,0,4,0,3,0,0,1,1,1,2,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N411,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,12,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N412,2,0,2,3,1,0,1,0,1,2,1,1,2,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N413,1,1,1,1,1,2,1,1,1,2,0,1,1,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N414,1,0,1,2,2,3,1,0,1,1,0,2,1,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N415,6,2,1,2,2,0,0,0,0,0,1,2,2,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N416,0,1,1,0,0,0,0,2,2,2,5,0,1,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N417,2,3,0,1,5,2,0,1,0,0,0,0,1,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N418,2,1,0,2,1,0,1,0,2,0,2,1,0,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N419,3,2,1,1,3,3,0,1,0,0,0,0,1,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N420,5,1,1,1,0,0,1,1,2,0,1,1,1,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N421,5,1,2,2,2,0,0,0,2,2,0,0,1,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N422,2,0,1,2,0,1,0,1,1,0,1,1,3,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N423,4,1,2,1,0,0,1,1,1,1,0,1,3,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N424,0,1,2,1,1,2,1,0,2,1,1,2,0,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N425,0,0,0,0,0,1,2,0,0,3,1,2,0,1,2,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N426,1,2,0,1,1,0,1,3,1,0,0,0,1,2,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N427,2,0,1,3,1,0,0,2,0,2,0,0,3,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N428,1,1,1,1,1,1,0,2,0,0,0,2,2,3,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N429,2,1,3,0,1,1,1,0,2,1,1,2,1,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N430,6,1,2,2,1,2,0,0,2,0,0,0,1,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N431,5,1,0,2,1,0,0,1,0,0,0,1,3,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N432,2,1,2,2,1,0,1,0,4,0,2,1,0,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N433,4,1,1,1,2,1,1,1,0,2,0,1,1,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N434,1,1,2,1,0,0,1,1,2,0,0,2,1,1,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N435,1,2,2,0,1,3,1,0,2,1,0,2,1,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N436,0,0,0,0,1,1,1,2,0,1,0,2,1,2,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N437,1,1,0,2,2,0,0,0,1,1,5,0,1,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N438,5,0,1,2,1,0,0,1,2,0,1,1,1,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N439,4,1,2,2,1,0,2,0,2,0,0,1,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N440,3,1,2,0,0,0,0,0,2,0,1,1,2,0,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N441,2,0,1,1,1,1,1,1,0,3,2,2,0,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N442,0,0,0,0,0,0,0,1,0,0,0,2,0,1,2,12,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N443,4,1,0,2,0,0,1,0,1,0,1,0,1,1,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N444,0,2,1,1,1,2,1,3,0,2,0,0,2,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N445,0,2,0,2,2,5,0,1,1,1,1,0,2,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N446,1,0,2,3,0,0,0,0,1,1,0,1,4,0,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N447,2,1,0,2,0,2,1,2,1,2,0,0,3,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N448,1,2,1,2,2,0,3,0,2,1,1,0,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N449,1,2,0,1,0,2,0,4,0,0,0,1,2,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N450,0,1,0,1,2,3,0,2,0,0,0,1,0,3,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N451,1,1,2,1,0,0,1,0,3,0,2,3,0,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N452,0,0,2,2,1,1,1,0,1,2,1,1,2,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N453,1,3,0,0,0,2,1,1,2,1,2,1,1,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N454,2,1,2,0,1,0,2,1,1,1,3,2,0,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N455,3,2,0,0,0,0,3,0,1,1,2,1,1,0,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N456,4,2,0,3,2,0,0,0,2,0,1,1,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N457,0,3,1,0,2,1,1,3,2,0,0,1,1,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N458,2,0,0,4,1,0,0,2,0,0,0,0,2,2,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N459,2,1,1,0,1,4,0,3,1,1,1,0,0,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N460,1,0,1,2,2,1,1,0,1,1,1,0,1,2,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N461,2,1,3,2,1,0,0,1,2,0,1,1,2,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N462,0,2,0,1,3,2,1,1,0,3,0,1,0,1,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N463,0,0,0,0,0,3,3,2,0,3,0,1,0,3,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N464,0,1,1,1,1,0,0,1,0,0,3,2,2,0,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N465,1,0,1,1,0,6,0,1,1,1,0,1,0,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N466,0,0,1,1,0,0,2,2,1,2,1,1,1,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N467,4,3,0,3,5,0,0,0,1,0,0,0,1,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N468,1,0,1,3,0,0,0,1,4,0,2,1,1,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N469,0,0,0,2,1,4,2,1,0,0,1,2,1,3,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N470,1,1,0,2,1,0,1,2,0,1,0,1,3,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N471,5,2,0,0,0,0,1,2,1,1,0,1,1,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N472,1,0,3,2,0,0,0,1,1,0,4,1,4,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N473,1,1,2,0,1,0,2,1,1,2,2,2,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N474,2,0,2,3,0,0,1,0,2,1,1,1,2,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N475,1,1,0,2,1,4,0,2,0,1,1,1,2,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N476,0,2,2,0,2,1,1,1,1,1,1,2,0,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N477,5,2,0,1,2,1,1,0,1,1,1,0,0,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N478,3,0,0,5,1,0,0,0,1,0,0,2,2,1,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N479,2,1,2,1,0,1,1,1,3,0,2,1,1,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N480,1,2,2,1,3,1,0,0,0,0,1,2,2,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N481,1,2,3,0,2,1,1,0,2,0,2,2,1,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N482,1,0,2,2,1,1,0,2,1,1,0,1,4,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N483,4,2,0,2,0,0,2,1,1,1,1,1,3,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N484,0,3,1,2,4,2,0,1,0,1,0,0,3,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N485,5,2,0,1,1,0,1,0,1,0,1,1,1,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N486,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N487,1,0,0,4,2,0,0,0,0,0,0,1,3,1,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N488,0,1,0,0,1,0,1,1,0,1,3,3,0,1,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N489,3,1,2,3,0,0,0,1,0,0,1,1,4,0,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N490,3,2,0,2,0,3,1,1,2,1,0,0,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N491,0,0,2,0,0,1,0,0,2,0,3,3,1,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N492,2,0,2,1,1,0,0,0,2,0,4,2,2,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N493,2,0,1,3,2,0,0,0,1,2,0,1,2,0,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N494,0,0,2,2,0,0,1,1,1,2,1,1,4,0,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N495,3,0,2,3,0,1,1,0,3,1,1,0,2,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
