nameseq,pseknc-0,pseknc-1,pseknc-2,pseknc-3,pseknc-4,pseknc-5,pseknc-6,pseknc-7,pseknc-8,pseknc-9,pseknc-10,pseknc-11,pseknc-12,pseknc-13,pseknc-14,pseknc-15,pseknc-16,label
N71,0.013,0.013,0.052,0.013,0.026,0.013,0.0,0.0,0.026,0.013,0.013,0.026,0.026,0.0,0.013,0.013,0.738,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N72,0.078,0.019,0.039,0.019,0.039,0.058,0.039,0.0,0.0,0.039,0.0,0.019,0.039,0.0,0.0,0.0,0.607,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N73,0.019,0.077,0.019,0.0,0.077,0.057,0.0,0.038,0.0,0.0,0.0,0.019,0.019,0.019,0.019,0.019,0.614,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N74,0.052,0.035,0.017,0.052,0.017,0.0,0.0,0.035,0.0,0.0,0.017,0.017,0.088,0.017,0.0,0.0,0.647,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N75,0.016,0.032,0.0,0.048,0.0,0.0,0.016,0.032,0.016,0.0,0.016,0.016,0.064,0.016,0.016,0.032,0.678,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N76,0.0,0.0,0.053,0.0,0.0,0.053,0.017,0.053,0.0,0.053,0.0,0.035,0.053,0.0,0.017,0.017,0.646,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N77,0.021,0.021,0.0,0.042,0.021,0.084,0.042,0.021,0.0,0.042,0.0,0.021,0.021,0.042,0.021,0.021,0.575,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N78,0.0,0.0,0.0,0.025,0.025,0.025,0.0,0.075,0.0,0.0,0.05,0.025,0.025,0.101,0.0,0.151,0.493,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N79,0.015,0.015,0.045,0.0,0.015,0.0,0.015,0.015,0.03,0.03,0.06,0.015,0.0,0.0,0.03,0.015,0.695,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N80,0.017,0.0,0.034,0.0,0.0,0.0,0.0,0.017,0.034,0.0,0.087,0.052,0.017,0.017,0.052,0.017,0.65,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N81,0.037,0.018,0.0,0.056,0.056,0.018,0.0,0.018,0.0,0.037,0.037,0.0,0.037,0.0,0.037,0.018,0.621,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N82,0.0,0.0,0.0,0.022,0.022,0.088,0.044,0.044,0.0,0.022,0.0,0.022,0.0,0.088,0.0,0.088,0.555,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N83,0.016,0.016,0.016,0.033,0.016,0.033,0.033,0.016,0.016,0.016,0.0,0.033,0.016,0.033,0.016,0.016,0.664,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N84,0.045,0.015,0.045,0.0,0.015,0.0,0.0,0.015,0.03,0.015,0.03,0.03,0.015,0.0,0.03,0.015,0.696,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N85,0.014,0.028,0.042,0.014,0.014,0.014,0.0,0.014,0.028,0.0,0.014,0.014,0.042,0.0,0.014,0.028,0.718,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N86,0.018,0.018,0.036,0.0,0.036,0.036,0.0,0.0,0.018,0.018,0.018,0.018,0.0,0.018,0.018,0.11,0.633,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N87,0.0,0.0,0.02,0.02,0.0,0.0,0.06,0.0,0.02,0.02,0.12,0.04,0.02,0.04,0.0,0.04,0.599,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N88,0.04,0.02,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.02,0.02,0.061,0.02,0.02,0.061,0.081,0.591,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N89,0.0,0.051,0.017,0.017,0.034,0.0,0.034,0.017,0.017,0.034,0.034,0.017,0.034,0.0,0.034,0.0,0.655,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N90,0.0,0.035,0.017,0.017,0.017,0.017,0.035,0.035,0.017,0.035,0.017,0.0,0.035,0.035,0.0,0.035,0.644,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N91,0.044,0.014,0.044,0.0,0.044,0.0,0.0,0.014,0.029,0.029,0.044,0.0,0.0,0.014,0.0,0.014,0.702,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N92,0.02,0.02,0.02,0.02,0.061,0.0,0.0,0.0,0.0,0.02,0.061,0.082,0.02,0.02,0.061,0.0,0.589,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N93,0.071,0.017,0.017,0.035,0.035,0.035,0.017,0.0,0.0,0.035,0.035,0.0,0.017,0.0,0.017,0.017,0.64,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N94,0.03,0.0,0.06,0.015,0.03,0.0,0.0,0.0,0.015,0.03,0.03,0.03,0.03,0.0,0.015,0.015,0.699,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N95,0.0,0.017,0.051,0.017,0.034,0.017,0.0,0.017,0.0,0.034,0.068,0.017,0.034,0.0,0.017,0.017,0.657,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N96,0.016,0.016,0.0,0.049,0.016,0.016,0.016,0.016,0.049,0.0,0.0,0.016,0.0,0.032,0.049,0.032,0.672,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N97,0.017,0.035,0.017,0.017,0.017,0.052,0.0,0.052,0.017,0.0,0.0,0.0,0.017,0.035,0.0,0.07,0.649,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N98,0.02,0.02,0.02,0.041,0.041,0.0,0.041,0.02,0.0,0.061,0.0,0.02,0.02,0.02,0.041,0.041,0.586,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N99,0.052,0.035,0.035,0.0,0.035,0.0,0.035,0.0,0.0,0.035,0.052,0.035,0.035,0.0,0.0,0.0,0.647,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N100,0.0,0.0,0.02,0.041,0.061,0.041,0.041,0.041,0.0,0.041,0.02,0.0,0.0,0.082,0.0,0.02,0.589,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N101,0.052,0.0,0.035,0.052,0.035,0.0,0.017,0.017,0.0,0.07,0.017,0.0,0.035,0.0,0.017,0.0,0.647,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N102,0.021,0.063,0.0,0.0,0.021,0.0,0.021,0.021,0.0,0.0,0.0,0.084,0.021,0.0,0.063,0.105,0.579,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N103,0.018,0.055,0.018,0.0,0.055,0.092,0.0,0.055,0.0,0.018,0.0,0.0,0.018,0.037,0.0,0.0,0.628,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N104,0.019,0.019,0.038,0.0,0.057,0.0,0.0,0.038,0.0,0.038,0.019,0.0,0.0,0.019,0.019,0.115,0.614,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N105,0.0,0.017,0.035,0.017,0.035,0.089,0.0,0.017,0.017,0.0,0.017,0.017,0.017,0.035,0.0,0.035,0.642,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N106,0.035,0.052,0.017,0.017,0.052,0.0,0.035,0.017,0.0,0.035,0.017,0.017,0.035,0.017,0.0,0.0,0.648,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N107,0.023,0.0,0.023,0.0,0.023,0.0,0.023,0.023,0.0,0.07,0.212,0.0,0.0,0.0,0.023,0.047,0.526,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N108,0.065,0.043,0.0,0.021,0.043,0.021,0.0,0.021,0.0,0.0,0.0,0.021,0.021,0.021,0.021,0.13,0.565,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N109,0.036,0.018,0.018,0.036,0.0,0.036,0.0,0.036,0.018,0.0,0.0,0.0,0.054,0.018,0.0,0.091,0.634,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N110,0.017,0.0,0.034,0.017,0.017,0.017,0.017,0.034,0.0,0.052,0.034,0.017,0.052,0.017,0.0,0.017,0.652,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N111,0.106,0.026,0.0,0.026,0.053,0.053,0.0,0.053,0.0,0.0,0.0,0.0,0.026,0.053,0.0,0.133,0.467,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N112,0.019,0.039,0.0,0.0,0.0,0.058,0.019,0.039,0.019,0.019,0.058,0.019,0.019,0.0,0.039,0.039,0.607,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N113,0.056,0.018,0.018,0.018,0.018,0.037,0.0,0.037,0.0,0.037,0.0,0.037,0.037,0.0,0.037,0.018,0.621,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N114,0.015,0.015,0.03,0.0,0.015,0.03,0.03,0.015,0.03,0.03,0.03,0.015,0.015,0.0,0.015,0.015,0.694,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N115,0.038,0.0,0.019,0.0,0.0,0.077,0.019,0.058,0.0,0.038,0.0,0.019,0.019,0.019,0.019,0.058,0.611,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N116,0.017,0.068,0.017,0.0,0.034,0.068,0.0,0.034,0.0,0.0,0.0,0.017,0.034,0.017,0.0,0.034,0.656,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N117,0.044,0.022,0.0,0.044,0.022,0.022,0.022,0.0,0.022,0.022,0.0,0.0,0.044,0.0,0.0,0.176,0.559,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N118,0.019,0.039,0.019,0.0,0.039,0.059,0.019,0.039,0.019,0.019,0.039,0.0,0.0,0.039,0.0,0.039,0.604,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N119,0.053,0.026,0.0,0.0,0.026,0.185,0.0,0.106,0.0,0.0,0.0,0.0,0.0,0.079,0.0,0.053,0.469,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N120,0.042,0.0,0.021,0.021,0.021,0.042,0.021,0.021,0.0,0.0,0.0,0.042,0.021,0.063,0.0,0.106,0.574,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N121,0.035,0.035,0.035,0.0,0.052,0.017,0.017,0.0,0.0,0.035,0.052,0.035,0.017,0.0,0.017,0.0,0.647,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N122,0.0,0.0,0.0,0.054,0.027,0.135,0.0,0.0,0.0,0.0,0.027,0.027,0.027,0.027,0.027,0.189,0.458,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N123,0.0,0.0,0.041,0.0,0.02,0.02,0.0,0.062,0.0,0.0,0.02,0.062,0.02,0.083,0.02,0.062,0.583,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N124,0.041,0.02,0.0,0.041,0.062,0.104,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.062,0.583,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N125,0.018,0.018,0.0,0.075,0.018,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.056,0.0,0.037,0.037,0.624,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N126,0.0,0.026,0.0,0.0,0.0,0.156,0.0,0.104,0.0,0.0,0.0,0.0,0.026,0.104,0.0,0.104,0.479,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N127,0.0,0.018,0.018,0.036,0.018,0.018,0.036,0.036,0.018,0.054,0.0,0.0,0.018,0.018,0.036,0.036,0.636,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N128,0.08,0.04,0.0,0.02,0.06,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.08,0.597,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N129,0.019,0.0,0.019,0.019,0.0,0.057,0.0,0.038,0.0,0.038,0.038,0.038,0.038,0.0,0.038,0.038,0.616,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N130,0.0,0.038,0.019,0.019,0.019,0.0,0.0,0.115,0.0,0.0,0.0,0.019,0.038,0.115,0.0,0.0,0.613,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N131,0.018,0.037,0.0,0.018,0.0,0.0,0.037,0.037,0.0,0.018,0.0,0.037,0.056,0.018,0.037,0.056,0.621,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N132,0.0,0.038,0.0,0.038,0.0,0.0,0.0,0.077,0.0,0.0,0.019,0.038,0.058,0.038,0.038,0.038,0.611,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N133,0.0,0.038,0.0,0.019,0.0,0.0,0.0,0.058,0.019,0.0,0.019,0.019,0.038,0.019,0.019,0.135,0.612,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N134,0.0,0.0,0.019,0.077,0.0,0.0,0.0,0.058,0.0,0.019,0.0,0.0,0.116,0.038,0.0,0.058,0.611,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N135,0.019,0.039,0.0,0.019,0.039,0.039,0.039,0.039,0.0,0.039,0.0,0.0,0.019,0.058,0.0,0.039,0.607,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N136,0.052,0.034,0.017,0.017,0.034,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.034,0.017,0.652,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N137,0.019,0.019,0.019,0.019,0.0,0.038,0.019,0.019,0.019,0.0,0.0,0.057,0.019,0.019,0.038,0.076,0.619,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N138,0.059,0.019,0.019,0.039,0.059,0.019,0.019,0.0,0.0,0.039,0.0,0.0,0.039,0.019,0.0,0.059,0.604,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N139,0.034,0.017,0.0,0.069,0.034,0.017,0.017,0.0,0.017,0.017,0.0,0.017,0.034,0.017,0.034,0.017,0.653,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N140,0.049,0.016,0.033,0.016,0.033,0.033,0.016,0.016,0.016,0.033,0.0,0.016,0.016,0.0,0.016,0.016,0.668,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N141,0.02,0.0,0.02,0.04,0.02,0.061,0.0,0.04,0.0,0.0,0.0,0.061,0.02,0.061,0.04,0.02,0.59,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N142,0.122,0.02,0.04,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.061,0.0,0.0,0.061,0.592,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N143,0.021,0.0,0.021,0.064,0.021,0.021,0.0,0.021,0.0,0.0,0.064,0.021,0.064,0.042,0.0,0.064,0.572,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N144,0.0,0.0,0.038,0.038,0.0,0.0,0.0,0.0,0.019,0.0,0.115,0.057,0.076,0.0,0.019,0.019,0.615,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N145,0.0,0.0,0.0,0.023,0.023,0.023,0.023,0.046,0.0,0.046,0.07,0.046,0.0,0.07,0.07,0.023,0.531,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N146,0.015,0.015,0.03,0.015,0.0,0.015,0.03,0.015,0.03,0.015,0.015,0.03,0.03,0.0,0.03,0.015,0.694,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N147,0.0,0.021,0.0,0.021,0.0,0.084,0.0,0.063,0.021,0.0,0.063,0.0,0.021,0.042,0.021,0.063,0.579,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N148,0.0,0.021,0.021,0.021,0.021,0.021,0.021,0.043,0.0,0.0,0.021,0.086,0.021,0.064,0.043,0.021,0.569,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N149,0.017,0.035,0.017,0.0,0.017,0.035,0.035,0.052,0.0,0.07,0.017,0.0,0.017,0.0,0.017,0.017,0.648,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N150,0.062,0.02,0.02,0.02,0.062,0.041,0.041,0.0,0.0,0.041,0.02,0.02,0.02,0.02,0.0,0.02,0.585,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N151,0.0,0.022,0.0,0.0,0.0,0.066,0.022,0.066,0.0,0.022,0.0,0.022,0.022,0.044,0.044,0.11,0.557,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N152,0.058,0.0,0.019,0.058,0.019,0.0,0.019,0.019,0.0,0.0,0.019,0.038,0.058,0.038,0.019,0.019,0.611,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N153,0.038,0.019,0.038,0.0,0.0,0.057,0.019,0.057,0.0,0.038,0.0,0.019,0.057,0.038,0.0,0.0,0.618,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N154,0.051,0.0,0.034,0.034,0.0,0.034,0.0,0.017,0.017,0.017,0.034,0.0,0.051,0.0,0.017,0.034,0.658,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N155,0.0,0.023,0.0,0.0,0.023,0.141,0.047,0.047,0.0,0.047,0.0,0.023,0.023,0.047,0.023,0.023,0.529,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N156,0.022,0.022,0.022,0.044,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.044,0.022,0.0,0.178,0.554,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N157,0.0,0.0,0.0,0.095,0.0,0.023,0.0,0.047,0.0,0.0,0.0,0.023,0.095,0.071,0.023,0.095,0.521,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N158,0.039,0.019,0.019,0.0,0.019,0.039,0.019,0.019,0.0,0.039,0.039,0.059,0.019,0.019,0.039,0.0,0.601,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N159,0.076,0.019,0.038,0.019,0.0,0.0,0.019,0.019,0.0,0.019,0.019,0.057,0.057,0.019,0.019,0.0,0.619,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N160,0.159,0.039,0.019,0.019,0.059,0.0,0.0,0.019,0.0,0.0,0.0,0.019,0.039,0.019,0.0,0.0,0.601,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N161,0.0,0.031,0.015,0.0,0.015,0.047,0.015,0.015,0.031,0.015,0.015,0.047,0.0,0.0,0.063,0.0,0.682,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N162,0.065,0.021,0.0,0.021,0.021,0.108,0.0,0.021,0.0,0.0,0.0,0.043,0.021,0.021,0.043,0.043,0.564,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N163,0.047,0.023,0.0,0.023,0.071,0.166,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.047,0.0,0.071,0.524,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N164,0.017,0.017,0.017,0.034,0.017,0.034,0.017,0.0,0.0,0.017,0.017,0.034,0.052,0.0,0.017,0.052,0.65,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N165,0.032,0.032,0.016,0.0,0.016,0.016,0.016,0.032,0.016,0.016,0.016,0.016,0.032,0.016,0.016,0.032,0.679,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N166,0.017,0.035,0.017,0.0,0.017,0.035,0.035,0.035,0.017,0.017,0.017,0.017,0.017,0.035,0.0,0.035,0.641,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N167,0.0,0.0,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.04,0.061,0.04,0.02,0.02,0.04,0.102,0.59,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N168,0.0,0.023,0.0,0.047,0.0,0.191,0.0,0.047,0.0,0.023,0.0,0.023,0.047,0.0,0.047,0.023,0.521,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N169,0.0,0.044,0.0,0.044,0.044,0.022,0.022,0.044,0.0,0.022,0.0,0.0,0.044,0.044,0.0,0.112,0.55,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N170,0.02,0.02,0.0,0.041,0.02,0.083,0.0,0.02,0.0,0.0,0.0,0.0,0.041,0.041,0.0,0.125,0.58,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N171,0.042,0.042,0.0,0.0,0.021,0.042,0.084,0.021,0.0,0.063,0.021,0.021,0.021,0.021,0.0,0.021,0.576,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N172,0.034,0.017,0.017,0.034,0.034,0.0,0.0,0.017,0.017,0.017,0.0,0.017,0.017,0.017,0.034,0.068,0.657,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N173,0.034,0.034,0.0,0.034,0.034,0.068,0.017,0.0,0.0,0.017,0.017,0.0,0.034,0.017,0.0,0.034,0.656,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N174,0.0,0.02,0.02,0.0,0.041,0.103,0.02,0.02,0.02,0.041,0.103,0.0,0.0,0.02,0.0,0.0,0.586,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N175,0.086,0.021,0.021,0.043,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.021,0.064,0.0,0.064,0.569,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N176,0.038,0.0,0.019,0.019,0.019,0.019,0.0,0.019,0.0,0.019,0.038,0.038,0.038,0.019,0.038,0.057,0.616,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N177,0.0,0.0,0.0,0.0,0.0,0.042,0.021,0.042,0.0,0.021,0.064,0.064,0.0,0.021,0.085,0.064,0.573,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N178,0.0,0.0,0.023,0.071,0.023,0.071,0.0,0.023,0.0,0.0,0.0,0.0,0.071,0.047,0.0,0.143,0.522,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N179,0.037,0.018,0.018,0.0,0.018,0.0,0.037,0.018,0.018,0.018,0.037,0.037,0.018,0.018,0.018,0.055,0.627,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N180,0.0,0.02,0.0,0.041,0.041,0.02,0.0,0.02,0.0,0.041,0.082,0.041,0.041,0.0,0.062,0.0,0.586,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N181,0.022,0.044,0.0,0.044,0.044,0.022,0.0,0.022,0.0,0.0,0.0,0.022,0.044,0.044,0.022,0.11,0.557,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N182,0.019,0.038,0.019,0.019,0.019,0.0,0.038,0.019,0.0,0.019,0.0,0.057,0.038,0.019,0.038,0.038,0.618,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N183,0.0,0.0,0.0,0.021,0.0,0.042,0.042,0.042,0.0,0.042,0.021,0.042,0.021,0.063,0.042,0.042,0.577,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N184,0.0,0.0,0.0,0.043,0.0,0.043,0.021,0.086,0.021,0.021,0.021,0.0,0.021,0.108,0.0,0.043,0.566,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N185,0.056,0.056,0.0,0.0,0.018,0.018,0.018,0.037,0.0,0.018,0.0,0.037,0.037,0.018,0.037,0.018,0.623,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N186,0.043,0.0,0.021,0.021,0.021,0.0,0.021,0.0,0.0,0.0,0.175,0.043,0.021,0.021,0.021,0.021,0.56,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N187,0.055,0.0,0.036,0.0,0.0,0.0,0.018,0.018,0.0,0.018,0.036,0.055,0.055,0.0,0.018,0.055,0.63,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N188,0.03,0.015,0.045,0.0,0.015,0.0,0.015,0.0,0.045,0.0,0.09,0.015,0.0,0.015,0.015,0.0,0.699,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N189,0.0,0.0,0.021,0.042,0.063,0.106,0.021,0.0,0.0,0.085,0.021,0.0,0.0,0.021,0.021,0.021,0.574,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N190,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.034,0.0,0.034,0.559,0.301,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N191,0.015,0.031,0.031,0.031,0.031,0.031,0.015,0.0,0.015,0.031,0.015,0.015,0.031,0.0,0.015,0.0,0.687,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N192,0.034,0.0,0.017,0.052,0.034,0.017,0.017,0.017,0.017,0.052,0.0,0.0,0.017,0.0,0.052,0.017,0.652,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N193,0.032,0.0,0.032,0.016,0.0,0.0,0.0,0.0,0.016,0.0,0.016,0.049,0.032,0.0,0.049,0.082,0.67,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N194,0.041,0.041,0.0,0.041,0.062,0.083,0.02,0.02,0.0,0.02,0.0,0.0,0.041,0.02,0.0,0.02,0.58,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N195,0.0,0.032,0.032,0.032,0.032,0.0,0.016,0.016,0.0,0.032,0.032,0.016,0.049,0.016,0.0,0.016,0.673,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N196,0.076,0.0,0.0,0.051,0.025,0.025,0.0,0.051,0.0,0.0,0.0,0.025,0.025,0.076,0.025,0.128,0.487,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N197,0.042,0.021,0.021,0.0,0.021,0.084,0.021,0.021,0.0,0.021,0.0,0.063,0.021,0.021,0.042,0.021,0.579,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N198,0.078,0.0,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.039,0.039,0.058,0.019,0.0,0.058,0.0,0.609,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N199,0.018,0.054,0.018,0.018,0.054,0.0,0.018,0.018,0.0,0.018,0.036,0.036,0.036,0.018,0.018,0.0,0.637,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N200,0.019,0.019,0.0,0.038,0.057,0.096,0.019,0.019,0.0,0.019,0.019,0.0,0.0,0.038,0.019,0.019,0.615,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N201,0.018,0.037,0.018,0.018,0.056,0.056,0.018,0.037,0.0,0.0,0.018,0.018,0.018,0.056,0.0,0.0,0.622,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N202,0.05,0.05,0.033,0.0,0.083,0.033,0.016,0.0,0.0,0.033,0.0,0.016,0.016,0.0,0.0,0.0,0.664,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N203,0.0,0.0,0.0,0.048,0.0,0.0,0.024,0.169,0.0,0.0,0.0,0.0,0.048,0.193,0.0,0.0,0.516,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N204,0.053,0.017,0.035,0.035,0.017,0.0,0.0,0.0,0.0,0.0,0.017,0.035,0.089,0.0,0.0,0.053,0.643,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N205,0.085,0.042,0.021,0.0,0.042,0.0,0.021,0.0,0.0,0.0,0.042,0.085,0.021,0.021,0.021,0.021,0.574,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N206,0.0,0.039,0.0,0.019,0.0,0.039,0.019,0.078,0.0,0.0,0.0,0.019,0.058,0.039,0.0,0.078,0.609,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
