nameseq,A_A,A_C,A_G,A_U,C_A,C_C,C_G,C_U,G_A,G_C,G_G,G_U,U_A,U_C,U_G,U_U,label
N371,3,2,2,1,2,2,0,1,2,0,0,0,2,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N372,0,0,4,0,0,0,0,1,2,1,5,2,1,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N373,0,0,4,2,0,0,0,0,1,0,0,3,5,0,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N374,0,0,2,0,0,1,4,1,2,2,0,2,0,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N375,1,0,0,0,0,0,2,0,0,1,3,4,1,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N376,0,1,1,0,2,0,1,1,0,2,1,2,0,1,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N377,2,2,0,2,3,1,0,1,1,1,1,1,0,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N378,2,1,0,2,0,0,1,1,0,1,0,2,4,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N379,2,2,1,2,1,1,0,2,0,1,0,0,3,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N380,1,0,1,1,0,2,0,2,1,1,4,1,1,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N381,2,0,2,2,0,0,0,0,3,0,3,2,1,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N382,4,3,0,2,2,1,1,0,1,0,2,0,2,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N383,2,2,1,0,0,0,1,1,1,0,5,1,2,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N384,1,1,3,1,2,0,0,0,4,1,3,1,0,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N385,0,0,1,2,2,0,0,1,0,1,1,1,1,2,0,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N386,6,2,0,0,3,3,1,1,0,0,1,0,0,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N387,3,1,1,2,1,2,0,1,1,1,0,1,3,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N388,1,1,2,1,0,0,1,1,2,1,0,1,2,0,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N389,2,2,3,1,1,0,0,1,2,0,0,2,2,0,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N390,4,0,2,3,0,0,0,0,3,0,2,1,2,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N391,2,2,0,2,1,2,1,1,1,0,0,1,1,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N392,1,1,0,3,1,0,1,1,0,1,2,1,2,0,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N393,2,2,1,3,2,1,1,1,1,0,0,0,3,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N394,5,1,3,0,1,0,0,1,0,1,1,2,1,0,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N395,1,1,2,0,1,0,2,3,1,3,2,0,0,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N396,3,0,2,2,2,0,2,0,2,2,2,0,0,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N397,2,1,2,1,0,0,1,0,1,0,4,2,2,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N398,3,0,0,5,0,0,2,0,2,0,1,0,2,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N399,5,1,2,1,2,2,0,0,1,0,0,1,2,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N400,0,0,2,0,0,2,1,0,2,3,6,1,0,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N401,1,1,2,1,3,0,1,0,1,2,1,1,1,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N402,2,3,0,0,0,2,2,3,0,0,1,1,2,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N403,6,1,0,2,1,1,0,1,0,0,0,0,2,0,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N404,0,0,0,0,0,0,0,0,0,0,7,1,1,0,1,8,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N405,4,0,3,0,1,0,0,2,2,1,1,1,0,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N406,3,1,3,2,1,0,0,1,1,0,0,1,3,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N407,0,2,0,0,0,2,2,1,3,0,1,2,1,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N408,1,1,1,3,0,0,1,1,1,0,0,2,3,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N409,2,0,2,1,0,0,0,0,3,0,4,2,1,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N410,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,9,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N411,4,2,3,0,2,1,0,1,1,1,0,1,1,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N412,6,0,3,1,0,0,0,1,3,0,2,0,1,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N413,1,2,0,1,0,1,1,1,1,0,2,2,2,0,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N414,3,1,0,1,0,0,1,1,1,0,1,3,1,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N415,2,2,0,1,0,0,0,3,0,0,0,2,3,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N416,7,1,3,2,2,0,0,0,2,0,0,0,0,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N417,1,0,2,1,1,2,0,2,1,1,0,1,0,2,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N418,2,1,2,2,1,0,0,0,0,0,3,3,2,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N419,0,1,2,0,1,0,0,0,2,0,6,2,0,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N420,2,0,2,4,1,0,0,1,1,0,0,1,4,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N421,0,1,1,2,1,1,1,1,0,0,0,2,4,1,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N422,5,1,2,1,0,0,0,0,2,0,0,2,2,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N423,0,0,0,4,0,0,2,0,1,0,1,1,1,3,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N424,3,0,2,0,1,2,1,1,0,2,0,1,1,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N425,0,0,0,1,0,2,5,0,2,0,0,3,0,3,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N426,1,2,2,1,1,0,0,1,2,0,2,0,3,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N427,5,0,2,1,1,0,0,0,3,0,0,1,0,0,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N428,0,0,1,3,0,2,1,1,0,1,1,1,2,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N429,1,0,2,3,0,1,0,2,2,0,1,1,3,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N430,0,0,2,1,0,0,1,0,3,1,3,0,2,0,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N431,1,2,2,0,2,1,1,1,2,2,1,1,1,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N432,7,0,0,4,0,0,0,1,0,0,0,0,2,1,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N433,1,0,1,1,0,1,1,1,2,0,0,0,1,3,0,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N434,2,1,1,0,1,1,1,0,0,1,4,3,0,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N435,0,0,0,1,0,1,1,1,1,1,3,3,0,2,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N436,1,1,0,3,0,1,1,0,1,1,0,2,3,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N437,2,1,1,3,0,0,1,1,2,0,1,1,2,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N438,5,0,3,0,0,0,1,1,2,2,1,1,0,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N439,2,0,3,1,1,1,1,0,2,1,2,2,2,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N440,0,0,0,1,0,0,0,1,0,0,1,4,2,1,4,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N441,2,0,0,3,0,0,0,0,1,0,2,2,1,0,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N442,0,2,1,1,1,1,2,0,1,0,0,2,2,2,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N443,4,1,0,2,0,0,1,1,1,0,0,1,1,1,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N444,2,3,2,2,1,1,1,1,2,0,0,0,3,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N445,2,1,1,3,1,1,0,1,1,1,1,0,2,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N446,0,0,1,1,1,5,1,1,0,1,1,2,2,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N447,2,3,0,0,3,2,0,2,0,0,0,0,1,2,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N448,2,2,1,0,1,1,2,2,0,2,0,2,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N449,1,2,1,1,1,1,2,1,2,0,0,1,2,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N450,1,1,1,1,0,1,1,0,1,0,2,2,1,1,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N451,1,0,2,2,0,0,0,1,1,1,4,1,3,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N452,0,2,1,2,2,0,3,0,2,1,3,0,1,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N453,3,0,2,1,0,0,0,1,1,2,4,1,2,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N454,1,1,1,1,1,0,2,0,3,1,2,2,0,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N455,0,2,0,1,0,4,0,2,0,0,0,2,2,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N456,1,3,1,1,1,1,1,1,2,0,1,1,1,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N457,2,0,2,3,2,0,0,0,1,0,0,1,3,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N458,2,0,2,1,0,0,1,0,3,1,2,2,1,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N459,0,3,0,2,3,3,1,0,1,1,1,0,0,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N460,0,0,1,0,1,2,1,0,0,1,0,5,1,2,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N461,0,3,1,0,1,1,1,4,1,1,1,0,1,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N462,2,0,2,0,0,0,0,3,0,1,2,1,4,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N463,1,2,2,1,1,1,1,2,2,0,0,1,1,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N464,3,0,3,2,0,0,0,0,3,0,5,0,1,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N465,3,1,2,3,2,0,0,0,1,0,3,0,2,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N466,3,0,1,1,0,0,0,1,1,0,1,2,1,1,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N467,2,0,0,2,1,2,0,2,0,2,1,0,1,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N468,1,1,2,2,2,1,1,1,1,3,0,0,2,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N469,5,0,2,0,0,0,0,1,1,1,0,2,2,0,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N470,5,2,2,1,1,0,0,1,1,1,0,0,3,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N471,0,1,1,1,0,1,2,3,1,1,1,0,2,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N472,3,2,0,3,0,0,0,1,1,0,0,0,4,0,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
