nameseq,pseknc-0,pseknc-1,pseknc-2,pseknc-3,pseknc-4,pseknc-5,pseknc-6,pseknc-7,pseknc-8,pseknc-9,pseknc-10,pseknc-11,pseknc-12,pseknc-13,pseknc-14,pseknc-15,label
N250,0.014,0.133,0.033,0.033,0.033,0.0,0.066,0.133,0.1,0.066,0.033,0.033,0.033,0.066,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N251,0.0,0.0,0.033,0.066,0.033,0.066,0.066,0.066,0.0,0.033,0.0,0.1,0.066,0.1,0.033,0.333,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N252,0.032,0.1,0.1,0.0,0.133,0.166,0.066,0.033,0.033,0.066,0.066,0.066,0.033,0.033,0.033,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N253,0.033,0.133,0.066,0.0,0.033,0.1,0.033,0.133,0.0,0.066,0.033,0.066,0.166,0.033,0.0,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N254,0.0,0.066,0.1,0.0,0.066,0.0,0.066,0.033,0.066,0.066,0.066,0.166,0.066,0.033,0.133,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N255,0.03,0.033,0.033,0.066,0.0,0.0,0.0,0.1,0.066,0.033,0.1,0.066,0.066,0.066,0.133,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N256,0.05,0.066,0.066,0.066,0.133,0.166,0.033,0.066,0.066,0.0,0.033,0.033,0.0,0.133,0.0,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N257,0.051,0.1,0.066,0.033,0.133,0.1,0.1,0.0,0.066,0.066,0.1,0.033,0.0,0.033,0.033,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N258,0.0,0.066,0.033,0.1,0.033,0.033,0.0,0.1,0.066,0.0,0.066,0.033,0.1,0.066,0.066,0.233,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N259,0.014,0.066,0.033,0.033,0.066,0.1,0.0,0.133,0.0,0.0,0.1,0.066,0.066,0.166,0.033,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N260,0.038,0.066,0.133,0.0,0.033,0.133,0.1,0.1,0.1,0.133,0.0,0.0,0.066,0.033,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N261,0.014,0.0,0.033,0.066,0.033,0.133,0.066,0.1,0.033,0.066,0.066,0.033,0.033,0.133,0.0,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N262,0.0,0.1,0.0,0.066,0.066,0.166,0.066,0.066,0.0,0.1,0.033,0.1,0.1,0.0,0.1,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N263,0.0,0.033,0.0,0.033,0.0,0.166,0.033,0.133,0.033,0.066,0.1,0.066,0.033,0.1,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N264,0.0,0.133,0.066,0.033,0.066,0.066,0.033,0.166,0.066,0.066,0.033,0.0,0.066,0.066,0.033,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N265,0.0,0.0,0.066,0.066,0.066,0.033,0.033,0.066,0.0,0.066,0.133,0.1,0.066,0.066,0.1,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N266,0.017,0.033,0.066,0.066,0.033,0.066,0.066,0.066,0.066,0.066,0.066,0.1,0.1,0.066,0.066,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N267,0.0,0.033,0.033,0.066,0.033,0.2,0.033,0.133,0.0,0.0,0.033,0.1,0.1,0.2,0.033,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N268,0.0,0.1,0.033,0.033,0.133,0.1,0.033,0.066,0.033,0.066,0.033,0.066,0.0,0.033,0.133,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N269,0.048,0.066,0.066,0.066,0.1,0.133,0.033,0.0,0.033,0.066,0.033,0.1,0.066,0.0,0.066,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N270,0.076,0.066,0.066,0.1,0.1,0.066,0.033,0.066,0.033,0.133,0.0,0.0,0.1,0.0,0.066,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N271,0.068,0.133,0.033,0.066,0.133,0.066,0.066,0.033,0.066,0.033,0.033,0.033,0.066,0.033,0.033,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N272,0.048,0.1,0.066,0.1,0.133,0.0,0.033,0.1,0.033,0.1,0.033,0.033,0.066,0.066,0.066,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N273,0.014,0.0,0.066,0.1,0.133,0.066,0.066,0.066,0.033,0.133,0.0,0.033,0.0,0.133,0.066,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N274,0.017,0.033,0.033,0.033,0.0,0.033,0.066,0.2,0.066,0.066,0.133,0.033,0.033,0.133,0.066,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N275,0.031,0.066,0.166,0.0,0.1,0.066,0.033,0.033,0.1,0.066,0.066,0.066,0.033,0.033,0.066,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N276,0.0,0.033,0.033,0.0,0.0,0.066,0.066,0.133,0.0,0.066,0.1,0.1,0.033,0.1,0.066,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N277,0.016,0.033,0.0,0.133,0.033,0.133,0.0,0.1,0.066,0.033,0.0,0.0,0.066,0.066,0.066,0.233,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N278,0.031,0.033,0.033,0.033,0.0,0.0,0.033,0.033,0.066,0.0,0.066,0.066,0.033,0.066,0.066,0.4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N279,0.117,0.066,0.1,0.1,0.133,0.033,0.0,0.033,0.066,0.033,0.0,0.0,0.066,0.1,0.0,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N280,0.016,0.033,0.066,0.0,0.0,0.133,0.1,0.1,0.0,0.133,0.1,0.066,0.1,0.0,0.033,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N281,0.0,0.1,0.066,0.033,0.1,0.033,0.0,0.1,0.0,0.033,0.1,0.1,0.1,0.066,0.066,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N282,0.036,0.066,0.1,0.0,0.066,0.066,0.1,0.066,0.033,0.133,0.1,0.066,0.033,0.033,0.066,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N283,0.027,0.1,0.066,0.066,0.133,0.2,0.0,0.1,0.066,0.033,0.033,0.0,0.033,0.066,0.033,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N284,0.099,0.1,0.0,0.1,0.1,0.033,0.0,0.066,0.033,0.066,0.0,0.033,0.066,0.033,0.1,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N285,0.015,0.066,0.0,0.0,0.0,0.033,0.066,0.133,0.033,0.0,0.033,0.033,0.033,0.133,0.033,0.366,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N286,0.016,0.1,0.0,0.066,0.033,0.033,0.1,0.1,0.0,0.066,0.066,0.066,0.133,0.066,0.0,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N287,0.017,0.033,0.066,0.0,0.066,0.333,0.033,0.1,0.0,0.133,0.1,0.0,0.066,0.0,0.033,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N288,0.069,0.166,0.0,0.066,0.033,0.066,0.033,0.133,0.0,0.033,0.0,0.033,0.166,0.033,0.033,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N289,0.0,0.133,0.033,0.033,0.1,0.166,0.033,0.2,0.0,0.066,0.0,0.0,0.1,0.133,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N290,0.015,0.1,0.033,0.033,0.033,0.166,0.033,0.133,0.033,0.033,0.0,0.033,0.1,0.033,0.033,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N291,0.0,0.1,0.1,0.033,0.1,0.1,0.066,0.033,0.1,0.1,0.066,0.066,0.0,0.033,0.1,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N292,0.0,0.066,0.066,0.1,0.033,0.066,0.066,0.1,0.1,0.0,0.033,0.066,0.1,0.1,0.066,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N293,0.015,0.1,0.066,0.133,0.0,0.0,0.066,0.066,0.066,0.0,0.033,0.1,0.233,0.066,0.0,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N294,0.069,0.033,0.1,0.1,0.1,0.033,0.033,0.0,0.0,0.066,0.0,0.133,0.1,0.033,0.066,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N295,0.017,0.0,0.0,0.066,0.033,0.166,0.033,0.066,0.0,0.133,0.0,0.066,0.066,0.0,0.133,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N296,0.014,0.033,0.033,0.2,0.1,0.0,0.0,0.033,0.033,0.0,0.1,0.033,0.1,0.133,0.033,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N297,0.014,0.133,0.066,0.033,0.066,0.133,0.133,0.0,0.1,0.033,0.0,0.1,0.066,0.066,0.033,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N298,0.033,0.033,0.166,0.033,0.0,0.033,0.033,0.066,0.133,0.033,0.033,0.1,0.1,0.033,0.066,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N299,0.036,0.0,0.066,0.0,0.033,0.2,0.133,0.066,0.0,0.133,0.066,0.066,0.0,0.1,0.033,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N300,0.0,0.166,0.0,0.033,0.1,0.1,0.1,0.033,0.033,0.066,0.066,0.1,0.066,0.0,0.066,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N301,0.017,0.066,0.033,0.066,0.0,0.033,0.066,0.1,0.066,0.0,0.066,0.1,0.1,0.1,0.066,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N302,0.015,0.033,0.1,0.033,0.0,0.033,0.133,0.066,0.1,0.133,0.133,0.0,0.066,0.033,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N303,0.018,0.1,0.0,0.066,0.066,0.066,0.066,0.133,0.0,0.066,0.0,0.033,0.133,0.066,0.033,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N304,0.02,0.033,0.033,0.066,0.066,0.066,0.066,0.033,0.033,0.133,0.066,0.1,0.033,0.033,0.166,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N305,0.0,0.0,0.066,0.066,0.033,0.1,0.033,0.1,0.066,0.033,0.033,0.1,0.033,0.1,0.1,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N306,0.0,0.033,0.033,0.0,0.033,0.2,0.033,0.2,0.0,0.1,0.033,0.066,0.033,0.1,0.1,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N307,0.041,0.0,0.033,0.1,0.133,0.0,0.0,0.033,0.033,0.066,0.0,0.033,0.0,0.1,0.1,0.3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N308,0.042,0.1,0.0,0.066,0.033,0.233,0.066,0.133,0.033,0.033,0.0,0.0,0.1,0.1,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N309,0.016,0.066,0.0,0.033,0.033,0.166,0.1,0.133,0.033,0.033,0.033,0.066,0.066,0.133,0.033,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N310,0.054,0.066,0.033,0.033,0.066,0.1,0.033,0.166,0.033,0.066,0.0,0.0,0.066,0.133,0.033,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N311,0.019,0.033,0.066,0.0,0.066,0.066,0.066,0.133,0.033,0.133,0.1,0.0,0.033,0.1,0.033,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N312,0.048,0.066,0.033,0.033,0.066,0.066,0.066,0.066,0.033,0.033,0.066,0.066,0.033,0.1,0.033,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N313,0.06,0.1,0.033,0.033,0.066,0.1,0.066,0.166,0.033,0.066,0.0,0.0,0.066,0.1,0.033,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N314,0.072,0.066,0.033,0.1,0.066,0.033,0.0,0.033,0.0,0.066,0.0,0.033,0.133,0.0,0.066,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
